id,datahora,velocidade,sentido,id_type,id_radar
75,10/2/2019 8:58:36 AM,-59,0,2,1
78,10/2/2019 8:58:42 AM,-50,0,2,1
81,10/2/2019 8:58:50 AM,55,1,4,1
81,10/2/2019 8:58:50 AM,55,1,4,1
83,10/2/2019 8:58:51 AM,-57,0,2,1
82,10/2/2019 8:58:53 AM,-55,0,2,1
84,10/2/2019 8:58:54 AM,61,1,4,1
84,10/2/2019 8:58:54 AM,61,1,4,1
85,10/2/2019 8:58:56 AM,60,1,2,1
85,10/2/2019 8:58:56 AM,60,1,2,1
86,10/2/2019 8:59:01 AM,57,1,4,1
86,10/2/2019 8:59:01 AM,57,1,4,1
87,10/2/2019 8:59:05 AM,54,1,2,1
87,10/2/2019 8:59:05 AM,54,1,2,1
90,10/2/2019 8:59:40 AM,-59,0,2,1
90,10/2/2019 8:59:40 AM,-59,0,2,1
93,10/2/2019 9:00:00 AM,-55,0,2,1
94,10/2/2019 9:00:05 AM,-50,0,2,1
96,10/2/2019 9:00:07 AM,-49,0,2,1
97,10/2/2019 9:00:08 AM,52,1,2,1
97,10/2/2019 9:00:08 AM,52,1,2,1
99,10/2/2019 9:00:14 AM,-54,0,2,1
101,10/2/2019 9:00:17 AM,50,1,2,1
101,10/2/2019 9:00:18 AM,50,1,2,1
102,10/2/2019 9:00:19 AM,50,1,2,1
102,10/2/2019 9:00:19 AM,50,1,2,1
103,10/2/2019 9:00:21 AM,52,1,2,1
103,10/2/2019 9:00:21 AM,52,1,2,1
104,10/2/2019 9:00:38 AM,53,1,2,1
104,10/2/2019 9:00:39 AM,53,1,2,1
107,10/2/2019 9:00:53 AM,-51,0,2,1
109,10/2/2019 9:00:57 AM,49,1,4,1
109,10/2/2019 9:00:58 AM,49,1,4,1
110,10/2/2019 9:01:00 AM,51,1,2,1
110,10/2/2019 9:01:00 AM,51,1,2,1
113,10/2/2019 9:01:36 AM,54,1,4,1
113,10/2/2019 9:01:36 AM,54,1,4,1
114,10/2/2019 9:01:38 AM,55,1,2,1
114,10/2/2019 9:01:38 AM,55,1,2,1
115,10/2/2019 9:01:41 AM,55,1,4,1
115,10/2/2019 9:01:41 AM,55,1,4,1
116,10/2/2019 9:01:43 AM,52,1,2,1
116,10/2/2019 9:01:43 AM,52,1,2,1
117,10/2/2019 9:01:46 AM,63,1,4,1
117,10/2/2019 9:01:46 AM,63,1,4,1
118,10/2/2019 9:01:58 AM,-49,0,2,1
118,10/2/2019 9:01:58 AM,-49,0,2,1
121,10/2/2019 9:02:01 AM,-50,0,2,1
123,10/2/2019 9:02:08 AM,55,1,2,1
123,10/2/2019 9:02:08 AM,55,1,2,1
126,10/2/2019 9:03:12 AM,80,1,2,1
126,10/2/2019 9:03:12 AM,80,1,2,1
128,10/2/2019 9:03:32 AM,53,1,2,1
128,10/2/2019 9:03:32 AM,53,1,2,1
127,10/2/2019 9:03:34 AM,-67,0,2,1
129,10/2/2019 9:03:34 AM,52,1,2,1
129,10/2/2019 9:03:34 AM,53,1,2,1
130,10/2/2019 9:03:45 AM,-52,0,2,1
131,10/2/2019 9:03:55 AM,57,1,2,1
131,10/2/2019 9:03:55 AM,57,1,2,1
132,10/2/2019 9:03:59 AM,-55,0,2,1
134,10/2/2019 9:04:05 AM,-54,0,2,1
137,10/2/2019 9:04:30 AM,-57,0,2,1
138,10/2/2019 9:04:57 AM,56,1,2,1
138,10/2/2019 9:04:57 AM,56,1,2,1
139,10/2/2019 9:05:33 AM,-50,0,2,1
140,10/2/2019 9:05:34 AM,49,1,2,1
140,10/2/2019 9:05:34 AM,49,1,2,1
141,10/2/2019 9:05:46 AM,47,1,2,1
141,10/2/2019 9:05:46 AM,47,1,2,1
142,10/2/2019 9:05:48 AM,47,1,4,1
142,10/2/2019 9:05:48 AM,47,1,4,1
143,10/2/2019 9:05:56 AM,-46,0,2,1
145,10/2/2019 9:06:04 AM,-47,0,2,1
145,10/2/2019 9:06:04 AM,-47,0,2,1
146,10/2/2019 9:06:05 AM,-50,0,4,1
146,10/2/2019 9:06:05 AM,-50,0,4,1
148,10/2/2019 9:06:12 AM,37,1,2,1
148,10/2/2019 9:06:12 AM,37,1,2,1
149,10/2/2019 9:06:21 AM,44,1,3,1
153,10/2/2019 9:06:38 AM,69,1,2,1
153,10/2/2019 9:06:38 AM,69,1,2,1
154,10/2/2019 9:06:38 AM,-50,0,2,1
154,10/2/2019 9:06:38 AM,-50,0,2,1
156,10/2/2019 9:06:48 AM,-67,0,2,1
157,10/2/2019 9:06:50 AM,57,1,2,1
157,10/2/2019 9:06:50 AM,57,1,2,1
159,10/2/2019 9:06:53 AM,58,1,2,1
159,10/2/2019 9:06:53 AM,58,1,2,1
158,10/2/2019 9:06:55 AM,-56,0,2,1
161,10/2/2019 9:07:08 AM,49,1,2,1
161,10/2/2019 9:07:08 AM,49,1,2,1
160,10/2/2019 9:07:09 AM,64,1,2,1
163,10/2/2019 9:07:14 AM,55,1,2,1
163,10/2/2019 9:07:14 AM,55,1,2,1
164,10/2/2019 9:07:19 AM,53,1,2,1
164,10/2/2019 9:07:19 AM,53,1,2,1
162,10/2/2019 9:07:19 AM,-48,0,3,1
162,10/2/2019 9:07:19 AM,-48,0,3,1
165,10/2/2019 9:07:22 AM,51,1,2,1
165,10/2/2019 9:07:22 AM,51,1,2,1
166,10/2/2019 9:07:38 AM,44,1,2,1
166,10/2/2019 9:07:38 AM,44,1,2,1
167,10/2/2019 9:07:40 AM,48,1,2,1
167,10/2/2019 9:07:40 AM,48,1,2,1
169,10/2/2019 9:07:42 AM,56,1,4,1
169,10/2/2019 9:07:42 AM,56,1,4,1
168,10/2/2019 9:07:43 AM,-48,0,2,1
170,10/2/2019 9:07:44 AM,48,1,2,1
170,10/2/2019 9:07:44 AM,48,1,2,1
171,10/2/2019 9:07:46 AM,48,1,2,1
171,10/2/2019 9:07:46 AM,49,1,2,1
172,10/2/2019 9:07:49 AM,50,1,2,1
172,10/2/2019 9:07:49 AM,50,1,2,1
173,10/2/2019 9:07:50 AM,50,1,2,1
173,10/2/2019 9:07:50 AM,50,1,2,1
176,10/2/2019 9:07:53 AM,51,1,4,1
176,10/2/2019 9:07:53 AM,51,1,4,1
178,10/2/2019 9:08:09 AM,-57,0,2,1
181,10/2/2019 9:08:10 AM,-57,0,2,1
184,10/2/2019 9:08:17 AM,40,1,2,1
184,10/2/2019 9:08:17 AM,40,1,2,1
185,10/2/2019 9:08:27 AM,-55,0,2,1
186,10/2/2019 9:08:34 AM,47,1,4,1
186,10/2/2019 9:08:34 AM,47,1,4,1
187,10/2/2019 9:08:35 AM,-73,0,3,1
188,10/2/2019 9:08:35 AM,43,1,2,1
188,10/2/2019 9:08:35 AM,43,1,2,1
189,10/2/2019 9:08:37 AM,48,1,2,1
189,10/2/2019 9:08:37 AM,48,1,2,1
190,10/2/2019 9:08:38 AM,54,1,2,1
190,10/2/2019 9:08:38 AM,54,1,2,1
192,10/2/2019 9:08:46 AM,-61,0,2,1
194,10/2/2019 9:08:57 AM,-40,0,2,1
196,10/2/2019 9:09:13 AM,-67,0,2,1
198,10/2/2019 9:09:14 AM,71,1,4,1
198,10/2/2019 9:09:14 AM,71,1,4,1
199,10/2/2019 9:09:16 AM,67,1,2,1
199,10/2/2019 9:09:16 AM,67,1,2,1
200,10/2/2019 9:09:26 AM,50,1,2,1
200,10/2/2019 9:09:26 AM,50,1,2,1
201,10/2/2019 9:09:28 AM,52,1,2,1
201,10/2/2019 9:09:28 AM,52,1,2,1
202,10/2/2019 9:09:35 AM,62,1,2,1
202,10/2/2019 9:09:35 AM,62,1,2,1
204,10/2/2019 9:09:53 AM,-48,0,3,1
204,10/2/2019 9:09:53 AM,-48,0,3,1
205,10/2/2019 9:10:08 AM,-73,0,2,1
206,10/2/2019 9:10:16 AM,-48,0,3,1
206,10/2/2019 9:10:16 AM,-48,0,3,1
207,10/2/2019 9:10:18 AM,-41,0,2,1
209,10/2/2019 9:10:24 AM,64,1,4,1
209,10/2/2019 9:10:24 AM,64,1,4,1
211,10/2/2019 9:10:35 AM,64,1,2,1
211,10/2/2019 9:10:35 AM,64,1,2,1
213,10/2/2019 9:10:42 AM,59,1,2,1
213,10/2/2019 9:10:42 AM,59,1,2,1
212,10/2/2019 9:10:43 AM,-49,0,2,1
210,10/2/2019 9:10:44 AM,-26,0,2,1
214,10/2/2019 9:10:46 AM,-45,0,2,1
217,10/2/2019 9:10:51 AM,5,1,2,1
217,10/2/2019 9:10:51 AM,5,1,2,1
218,10/2/2019 9:10:59 AM,49,1,2,1
218,10/2/2019 9:10:59 AM,49,1,2,1
219,10/2/2019 9:11:02 AM,49,1,2,1
219,10/2/2019 9:11:02 AM,49,1,2,1
220,10/2/2019 9:11:12 AM,59,1,2,1
220,10/2/2019 9:11:12 AM,60,1,2,1
221,10/2/2019 9:11:13 AM,59,1,2,1
221,10/2/2019 9:11:13 AM,59,1,2,1
222,10/2/2019 9:11:15 AM,57,1,2,1
222,10/2/2019 9:11:15 AM,57,1,2,1
223,10/2/2019 9:11:26 AM,68,1,2,1
223,10/2/2019 9:11:26 AM,68,1,2,1
224,10/2/2019 9:11:40 AM,60,1,4,1
224,10/2/2019 9:11:40 AM,60,1,4,1
225,10/2/2019 9:11:41 AM,57,1,2,1
225,10/2/2019 9:11:41 AM,57,1,2,1
226,10/2/2019 9:11:43 AM,65,1,2,1
226,10/2/2019 9:11:43 AM,65,1,2,1
227,10/2/2019 9:11:56 AM,60,1,2,1
227,10/2/2019 9:11:56 AM,60,1,2,1
229,10/2/2019 9:12:04 AM,-55,0,2,1
230,10/2/2019 9:12:34 AM,67,1,2,1
230,10/2/2019 9:12:34 AM,67,1,2,1
231,10/2/2019 9:12:42 AM,-64,0,2,1
233,10/2/2019 9:13:05 AM,48,1,2,1
233,10/2/2019 9:13:05 AM,48,1,2,1
235,10/2/2019 9:13:19 AM,-64,0,2,1
236,10/2/2019 9:13:33 AM,-59,0,2,1
237,10/2/2019 9:13:34 AM,51,1,2,1
237,10/2/2019 9:13:34 AM,51,1,2,1
238,10/2/2019 9:13:35 AM,51,1,2,1
238,10/2/2019 9:13:35 AM,51,1,2,1
239,10/2/2019 9:13:46 AM,-55,0,2,1
240,10/2/2019 9:13:50 AM,58,1,4,1
240,10/2/2019 9:13:50 AM,58,1,4,1
241,10/2/2019 9:13:51 AM,57,1,2,1
241,10/2/2019 9:13:51 AM,57,1,2,1
234,10/2/2019 9:14:07 AM,-5,0,2,1
242,10/2/2019 9:14:14 AM,-52,0,2,1
243,10/2/2019 9:14:26 AM,48,1,2,1
243,10/2/2019 9:14:26 AM,48,1,2,1
245,10/2/2019 9:14:31 AM,54,1,2,1
245,10/2/2019 9:14:31 AM,54,1,2,1
246,10/2/2019 9:14:33 AM,54,1,4,1
246,10/2/2019 9:14:33 AM,54,1,4,1
247,10/2/2019 9:14:41 AM,61,1,2,1
247,10/2/2019 9:14:41 AM,61,1,2,1
248,10/2/2019 9:14:44 AM,68,1,2,1
248,10/2/2019 9:14:44 AM,68,1,2,1
249,10/2/2019 9:15:17 AM,-59,0,2,1
251,10/2/2019 9:15:17 AM,62,1,2,1
251,10/2/2019 9:15:17 AM,63,1,2,1
252,10/2/2019 9:15:34 AM,-63,0,2,1
253,10/2/2019 9:15:39 AM,60,1,2,1
253,10/2/2019 9:15:39 AM,60,1,2,1
254,10/2/2019 9:15:48 AM,-50,0,2,1
0,10/2/2019 9:16:03 AM,-57,0,2,1
255,10/2/2019 9:16:05 AM,-52,0,2,1
1,10/2/2019 9:16:16 AM,-66,0,2,1
2,10/2/2019 9:16:19 AM,45,1,4,1
2,10/2/2019 9:16:19 AM,45,1,4,1
3,10/2/2019 9:16:22 AM,46,1,2,1
3,10/2/2019 9:16:22 AM,46,1,2,1
5,10/2/2019 9:16:23 AM,47,1,2,1
5,10/2/2019 9:16:23 AM,47,1,2,1
6,10/2/2019 9:16:28 AM,50,1,2,1
6,10/2/2019 9:16:28 AM,50,1,2,1
7,10/2/2019 9:16:29 AM,50,1,2,1
7,10/2/2019 9:16:29 AM,50,1,2,1
8,10/2/2019 9:16:30 AM,52,1,2,1
8,10/2/2019 9:16:30 AM,52,1,2,1
10,10/2/2019 9:17:00 AM,-56,0,2,1
11,10/2/2019 9:17:19 AM,-45,0,2,1
11,10/2/2019 9:17:19 AM,-45,0,2,1
12,10/2/2019 9:17:30 AM,65,1,4,1
12,10/2/2019 9:17:30 AM,65,1,4,1
13,10/2/2019 9:17:41 AM,55,1,2,1
13,10/2/2019 9:17:41 AM,55,1,2,1
15,10/2/2019 9:17:43 AM,60,1,2,1
15,10/2/2019 9:17:43 AM,60,1,2,1
14,10/2/2019 9:17:46 AM,-51,0,2,1
18,10/2/2019 9:17:59 AM,-48,0,2,1
19,10/2/2019 9:18:14 AM,-55,0,2,1
20,10/2/2019 9:18:17 AM,51,1,2,1
20,10/2/2019 9:18:17 AM,51,1,2,1
21,10/2/2019 9:18:25 AM,-59,0,2,1
23,10/2/2019 9:18:27 AM,63,1,2,1
23,10/2/2019 9:18:27 AM,63,1,2,1
24,10/2/2019 9:18:27 AM,-65,0,2,1
25,10/2/2019 9:18:29 AM,61,1,4,1
25,10/2/2019 9:18:29 AM,61,1,4,1
26,10/2/2019 9:18:30 AM,62,1,2,1
26,10/2/2019 9:18:30 AM,62,1,2,1
27,10/2/2019 9:18:32 AM,64,1,2,1
27,10/2/2019 9:18:32 AM,64,1,2,1
29,10/2/2019 9:18:33 AM,66,1,2,1
29,10/2/2019 9:18:33 AM,66,1,2,1
28,10/2/2019 9:18:37 AM,-46,0,2,1
30,10/2/2019 9:18:40 AM,61,1,2,1
30,10/2/2019 9:18:40 AM,61,1,2,1
31,10/2/2019 9:18:53 AM,-54,0,2,1
32,10/2/2019 9:18:58 AM,-52,0,2,1
33,10/2/2019 9:19:07 AM,56,1,2,1
33,10/2/2019 9:19:07 AM,56,1,2,1
34,10/2/2019 9:19:29 AM,50,1,4,1
34,10/2/2019 9:19:29 AM,50,1,4,1
35,10/2/2019 9:19:40 AM,55,1,2,1
35,10/2/2019 9:19:40 AM,55,1,2,1
36,10/2/2019 9:19:47 AM,64,1,4,1
36,10/2/2019 9:19:47 AM,64,1,4,1
38,10/2/2019 9:19:49 AM,58,1,2,1
38,10/2/2019 9:19:49 AM,58,1,2,1
39,10/2/2019 9:20:08 AM,-58,0,2,1
42,10/2/2019 9:21:19 AM,22,1,2,1
42,10/2/2019 9:21:19 AM,22,1,2,1
43,10/2/2019 9:21:22 AM,-50,0,2,1
43,10/2/2019 9:21:22 AM,-50,0,2,1
44,10/2/2019 9:21:27 AM,-61,0,2,1
45,10/2/2019 9:21:35 AM,65,1,2,1
45,10/2/2019 9:21:35 AM,65,1,2,1
46,10/2/2019 9:22:06 AM,54,1,2,1
46,10/2/2019 9:22:06 AM,54,1,2,1
48,10/2/2019 9:22:16 AM,60,1,2,1
48,10/2/2019 9:22:16 AM,60,1,2,1
47,10/2/2019 9:22:16 AM,-57,0,2,1
49,10/2/2019 9:22:32 AM,-52,0,2,1
50,10/2/2019 9:22:34 AM,-49,0,2,1
53,10/2/2019 9:22:38 AM,69,1,2,1
53,10/2/2019 9:22:38 AM,69,1,2,1
52,10/2/2019 9:22:40 AM,-59,0,2,1
54,10/2/2019 9:23:42 AM,-58,0,2,1
55,10/2/2019 9:23:49 AM,-56,0,2,1
56,10/2/2019 9:23:51 AM,-49,0,2,1
58,10/2/2019 9:23:57 AM,-60,0,2,1
60,10/2/2019 9:24:03 AM,51,1,2,1
60,10/2/2019 9:24:03 AM,51,1,2,1
61,10/2/2019 9:24:20 AM,50,1,4,1
61,10/2/2019 9:24:20 AM,50,1,4,1
62,10/2/2019 9:24:24 AM,55,1,2,1
62,10/2/2019 9:24:24 AM,55,1,2,1
65,10/2/2019 9:24:46 AM,-13,0,2,1
65,10/2/2019 9:24:46 AM,-13,0,2,1
67,10/2/2019 9:24:49 AM,-51,0,2,1
70,10/2/2019 9:24:50 AM,49,1,2,1
70,10/2/2019 9:24:50 AM,49,1,2,1
66,10/2/2019 9:24:52 AM,-47,0,3,1
66,10/2/2019 9:24:52 AM,-47,0,3,1
73,10/2/2019 9:24:55 AM,51,1,2,1
73,10/2/2019 9:24:55 AM,51,1,2,1
76,10/2/2019 9:24:56 AM,51,1,2,1
76,10/2/2019 9:24:57 AM,51,1,2,1
78,10/2/2019 9:24:59 AM,49,1,4,1
78,10/2/2019 9:24:59 AM,49,1,4,1
80,10/2/2019 9:25:04 AM,63,1,2,1
80,10/2/2019 9:25:04 AM,63,1,2,1
79,10/2/2019 9:25:04 AM,-51,0,2,1
77,10/2/2019 9:25:07 AM,-47,0,3,1
77,10/2/2019 9:25:07 AM,-47,0,3,1
86,10/2/2019 9:25:31 AM,-55,0,2,1
89,10/2/2019 9:25:40 AM,-69,0,2,1
87,10/2/2019 9:25:48 AM,-22,0,2,1
88,10/2/2019 9:25:49 AM,-22,0,2,1
90,10/2/2019 9:25:51 AM,-23,0,2,1
91,10/2/2019 9:25:55 AM,49,1,2,1
91,10/2/2019 9:25:55 AM,49,1,2,1
92,10/2/2019 9:26:01 AM,57,1,4,1
92,10/2/2019 9:26:01 AM,57,1,4,1
94,10/2/2019 9:26:05 AM,58,1,2,1
94,10/2/2019 9:26:05 AM,58,1,2,1
93,10/2/2019 9:26:06 AM,-61,0,2,1
95,10/2/2019 9:26:08 AM,54,1,2,1
95,10/2/2019 9:26:08 AM,54,1,2,1
97,10/2/2019 9:26:13 AM,54,1,2,1
97,10/2/2019 9:26:13 AM,54,1,2,1
96,10/2/2019 9:26:15 AM,-59,0,2,1
99,10/2/2019 9:26:22 AM,67,1,2,1
99,10/2/2019 9:26:22 AM,67,1,2,1
100,10/2/2019 9:26:28 AM,53,1,2,1
100,10/2/2019 9:26:28 AM,53,1,2,1
101,10/2/2019 9:26:36 AM,-49,0,2,1
104,10/2/2019 9:26:38 AM,-46,0,2,1
104,10/2/2019 9:26:38 AM,-46,0,2,1
106,10/2/2019 9:26:47 AM,-53,0,2,1
109,10/2/2019 9:27:04 AM,42,1,2,1
109,10/2/2019 9:27:04 AM,42,1,2,1
108,10/2/2019 9:27:06 AM,-64,0,2,1
110,10/2/2019 9:27:06 AM,41,1,4,1
110,10/2/2019 9:27:06 AM,41,1,4,1
111,10/2/2019 9:27:08 AM,44,1,2,1
111,10/2/2019 9:27:08 AM,43,1,2,1
112,10/2/2019 9:27:09 AM,48,1,2,1
112,10/2/2019 9:27:09 AM,47,1,2,1
113,10/2/2019 9:27:11 AM,50,1,2,1
113,10/2/2019 9:27:11 AM,50,1,2,1
114,10/2/2019 9:27:25 AM,-53,0,2,1
115,10/2/2019 9:27:38 AM,42,1,2,1
115,10/2/2019 9:27:38 AM,42,1,2,1
116,10/2/2019 9:27:51 AM,62,1,2,1
116,10/2/2019 9:27:51 AM,62,1,2,1
119,10/2/2019 9:28:14 AM,56,1,2,1
119,10/2/2019 9:28:14 AM,56,1,2,1
120,10/2/2019 9:28:21 AM,-58,0,2,1
121,10/2/2019 9:28:30 AM,22,1,2,1
121,10/2/2019 9:28:30 AM,22,1,2,1
122,10/2/2019 9:28:39 AM,-81,0,2,1
123,10/2/2019 9:29:19 AM,-41,0,2,1
124,10/2/2019 9:29:44 AM,41,1,2,1
124,10/2/2019 9:29:44 AM,41,1,2,1
125,10/2/2019 9:29:47 AM,41,1,2,1
125,10/2/2019 9:29:47 AM,41,1,2,1
126,10/2/2019 9:29:48 AM,40,1,4,1
126,10/2/2019 9:29:48 AM,40,1,4,1
127,10/2/2019 9:29:49 AM,39,1,2,1
127,10/2/2019 9:29:49 AM,39,1,2,1
129,10/2/2019 9:29:51 AM,39,1,2,1
129,10/2/2019 9:29:51 AM,40,1,2,1
128,10/2/2019 9:29:52 AM,-68,0,2,1
130,10/2/2019 9:29:53 AM,42,1,2,1
130,10/2/2019 9:29:53 AM,42,1,2,1
131,10/2/2019 9:29:55 AM,-64,0,2,1
132,10/2/2019 9:30:00 AM,57,1,2,1
132,10/2/2019 9:30:00 AM,57,1,2,1
133,10/2/2019 9:30:03 AM,53,1,2,1
133,10/2/2019 9:30:03 AM,53,1,2,1
134,10/2/2019 9:30:12 AM,67,1,2,1
134,10/2/2019 9:30:12 AM,67,1,2,1
135,10/2/2019 9:30:13 AM,-62,0,2,1
136,10/2/2019 9:30:19 AM,70,1,2,1
136,10/2/2019 9:30:19 AM,70,1,2,1
137,10/2/2019 9:30:24 AM,-60,0,2,1
138,10/2/2019 9:30:37 AM,54,1,2,1
138,10/2/2019 9:30:37 AM,54,1,2,1
139,10/2/2019 9:30:54 AM,-57,0,2,1
140,10/2/2019 9:31:00 AM,-62,0,2,1
143,10/2/2019 9:31:07 AM,40,1,4,1
143,10/2/2019 9:31:07 AM,40,1,4,1
144,10/2/2019 9:31:09 AM,41,1,2,1
144,10/2/2019 9:31:09 AM,41,1,2,1
145,10/2/2019 9:31:10 AM,42,1,2,1
145,10/2/2019 9:31:10 AM,42,1,2,1
146,10/2/2019 9:31:12 AM,44,1,2,1
146,10/2/2019 9:31:12 AM,45,1,2,1
147,10/2/2019 9:31:22 AM,-51,0,2,1
148,10/2/2019 9:31:29 AM,30,1,2,1
148,10/2/2019 9:31:29 AM,30,1,2,1
149,10/2/2019 9:31:31 AM,38,1,2,1
149,10/2/2019 9:31:31 AM,38,1,2,1
150,10/2/2019 9:31:39 AM,57,1,2,1
150,10/2/2019 9:31:39 AM,57,1,2,1
153,10/2/2019 9:31:59 AM,54,1,2,1
153,10/2/2019 9:31:59 AM,54,1,2,1
152,10/2/2019 9:32:03 AM,-42,0,3,1
152,10/2/2019 9:32:03 AM,-42,0,3,1
154,10/2/2019 9:32:10 AM,72,1,2,1
154,10/2/2019 9:32:11 AM,72,1,4,1
155,10/2/2019 9:32:42 AM,-57,0,2,1
156,10/2/2019 9:33:05 AM,-58,0,2,1
157,10/2/2019 9:33:06 AM,-57,0,2,1
157,10/2/2019 9:33:06 AM,-57,0,2,1
158,10/2/2019 9:33:08 AM,41,1,2,1
158,10/2/2019 9:33:08 AM,41,1,2,1
160,10/2/2019 9:33:13 AM,51,1,2,1
160,10/2/2019 9:33:13 AM,51,1,2,1
159,10/2/2019 9:33:15 AM,15,1,2,1
159,10/2/2019 9:33:15 AM,15,1,2,1
162,10/2/2019 9:33:17 AM,50,1,2,1
162,10/2/2019 9:33:17 AM,50,1,2,1
164,10/2/2019 9:33:27 AM,51,1,2,1
164,10/2/2019 9:33:27 AM,51,1,2,1
166,10/2/2019 9:33:32 AM,49,1,2,1
166,10/2/2019 9:33:32 AM,49,1,2,1
165,10/2/2019 9:33:33 AM,-77,0,2,1
167,10/2/2019 9:33:34 AM,50,1,2,1
167,10/2/2019 9:33:34 AM,50,1,2,1
168,10/2/2019 9:34:13 AM,64,1,2,1
168,10/2/2019 9:34:13 AM,64,1,2,1
169,10/2/2019 9:34:17 AM,53,1,2,1
169,10/2/2019 9:34:17 AM,53,1,2,1
170,10/2/2019 9:34:18 AM,55,1,2,1
170,10/2/2019 9:34:18 AM,55,1,2,1
172,10/2/2019 9:34:22 AM,55,1,2,1
172,10/2/2019 9:34:22 AM,55,1,2,1
173,10/2/2019 9:34:23 AM,-62,0,2,1
174,10/2/2019 9:34:41 AM,-27,0,2,1
178,10/2/2019 9:34:50 AM,57,1,4,1
178,10/2/2019 9:34:50 AM,57,1,4,1
179,10/2/2019 9:34:55 AM,56,1,2,1
179,10/2/2019 9:34:55 AM,56,1,2,1
180,10/2/2019 9:35:38 AM,-58,0,2,1
181,10/2/2019 9:35:40 AM,82,1,2,1
181,10/2/2019 9:35:40 AM,82,1,2,1
182,10/2/2019 9:35:47 AM,-48,0,2,1
183,10/2/2019 9:35:49 AM,-48,0,2,1
184,10/2/2019 9:36:24 AM,68,1,4,1
184,10/2/2019 9:36:24 AM,68,1,4,1
185,10/2/2019 9:36:42 AM,-54,0,3,1
187,10/2/2019 9:36:48 AM,-54,0,2,1
189,10/2/2019 9:36:51 AM,-48,0,2,1
190,10/2/2019 9:37:05 AM,-45,0,2,1
191,10/2/2019 9:37:18 AM,-60,0,2,1
192,10/2/2019 9:37:40 AM,-67,0,2,1
194,10/2/2019 9:37:54 AM,30,1,4,1
194,10/2/2019 9:37:54 AM,30,1,4,1
197,10/2/2019 9:37:58 AM,39,1,2,1
197,10/2/2019 9:37:58 AM,39,1,2,1
196,10/2/2019 9:37:59 AM,-61,0,2,1
198,10/2/2019 9:37:59 AM,38,1,2,1
198,10/2/2019 9:37:59 AM,38,1,2,1
199,10/2/2019 9:38:03 AM,-55,0,2,1
201,10/2/2019 9:38:08 AM,-47,0,2,1
203,10/2/2019 9:38:18 AM,-54,0,2,1
204,10/2/2019 9:38:20 AM,39,1,2,1
204,10/2/2019 9:38:20 AM,39,1,2,1
205,10/2/2019 9:38:22 AM,43,1,2,1
205,10/2/2019 9:38:22 AM,42,1,2,1
206,10/2/2019 9:38:24 AM,30,1,2,1
206,10/2/2019 9:38:24 AM,31,1,2,1
208,10/2/2019 9:38:55 AM,-48,0,2,1
209,10/2/2019 9:39:04 AM,-50,0,2,1
213,10/2/2019 9:39:09 AM,-50,0,2,1
212,10/2/2019 9:39:10 AM,48,1,2,1
212,10/2/2019 9:39:10 AM,48,1,2,1
215,10/2/2019 9:39:11 AM,46,1,2,1
215,10/2/2019 9:39:11 AM,46,1,2,1
214,10/2/2019 9:39:14 AM,-51,0,2,1
218,10/2/2019 9:39:23 AM,53,1,2,1
218,10/2/2019 9:39:23 AM,53,1,2,1
217,10/2/2019 9:39:26 AM,-63,0,2,1
219,10/2/2019 9:39:46 AM,50,1,2,1
219,10/2/2019 9:39:46 AM,50,1,2,1
220,10/2/2019 9:39:48 AM,62,1,2,1
220,10/2/2019 9:39:48 AM,62,1,2,1
221,10/2/2019 9:39:50 AM,52,1,2,1
221,10/2/2019 9:39:50 AM,53,1,2,1
223,10/2/2019 9:39:51 AM,50,1,2,1
223,10/2/2019 9:39:51 AM,50,1,2,1
222,10/2/2019 9:39:54 AM,-40,0,2,1
222,10/2/2019 9:39:54 AM,-40,0,2,1
224,10/2/2019 9:40:03 AM,-52,0,2,1
225,10/2/2019 9:40:06 AM,-53,0,2,1
226,10/2/2019 9:40:09 AM,-48,0,2,1
228,10/2/2019 9:40:11 AM,-48,0,2,1
228,10/2/2019 9:40:11 AM,-48,0,2,1
229,10/2/2019 9:40:25 AM,-50,0,2,1
231,10/2/2019 9:40:36 AM,45,1,4,1
231,10/2/2019 9:40:36 AM,45,1,4,1
235,10/2/2019 9:40:39 AM,47,1,2,1
235,10/2/2019 9:40:39 AM,47,1,2,1
236,10/2/2019 9:40:40 AM,43,1,2,1
236,10/2/2019 9:40:40 AM,43,1,2,1
234,10/2/2019 9:40:40 AM,45,1,2,1
233,10/2/2019 9:40:41 AM,51,1,4,1
233,10/2/2019 9:40:43 AM,65,1,4,1
237,10/2/2019 9:40:46 AM,48,1,2,1
237,10/2/2019 9:40:46 AM,48,1,2,1
238,10/2/2019 9:40:52 AM,50,1,2,1
238,10/2/2019 9:40:52 AM,50,1,2,1
239,10/2/2019 9:40:53 AM,53,1,2,1
239,10/2/2019 9:40:53 AM,53,1,2,1
240,10/2/2019 9:41:05 AM,64,1,2,1
240,10/2/2019 9:41:05 AM,64,1,2,1
243,10/2/2019 9:41:41 AM,-54,0,2,1
244,10/2/2019 9:41:42 AM,70,1,2,1
244,10/2/2019 9:41:42 AM,70,1,2,1
245,10/2/2019 9:41:51 AM,-46,0,2,1
247,10/2/2019 9:42:08 AM,-58,0,2,1
248,10/2/2019 9:42:18 AM,47,1,2,1
248,10/2/2019 9:42:18 AM,47,1,2,1
249,10/2/2019 9:42:19 AM,48,1,2,1
